Country,Admin1,Facility name,Facility type,Ownership,Lat,Long,LL source
Uganda,Central,Bubiro Health Centre II,Health Centre II,MoH,0.2000,33.0500,Other
Uganda,Central,Bubuubi Health Centre II,Health Centre II,MoH,0.7596,32.6771,Other
Uganda,Central,Bufumira Health Centre III,Health Centre III,MoH,-0.4097,32.5053,GPS
Uganda,Central,Bufumira Islanders Friends Of Family Health Centre II,Health Centre II,Private not for profit,-0.3397,32.4242,Other
Uganda,Central,Bugabira Health Centre II,Health Centre II,MoH,-0.2780,31.7250,GPS
Uganda,Central,Bugabo Health Centre II,Health Centre II,Private not for profit,0.2749,33.3174,Other
Uganda,Central,Bugaya Health Centre III,Health Centre III,MoH,0.0405,33.2651,GPS
Uganda,Central,Bugema Health Centre II,Health Centre II,Private not for profit,0.5730,32.6456,Other
Uganda,Central,Bugobango Health Centre II,Health Centre II,Private not for profit,0.1009,31.9074,Other
Uganda,Central,Bugona Health Centre II,Health Centre II,MoH,-0.5164,31.2744,Geonames
Uganda,Central,Bugonzi Health Centre II,Health Centre II,MoH,0.4289,31.5364,Combination
Uganda,Central,Bugoye Health Centre II,Health Centre II,MoH,0.3000,30.1000,Geonames
Uganda,Central,Bugungu Health Centre II,Health Centre II,MoH,0.3980,33.1984,Other
Uganda,Central,Bugungu YP Health Centre II,Health Centre II,MoH,0.3980,33.1984,Other
Uganda,Central,Buikwe Health Centre III,Health Centre III,MoH,0.2827,33.0339,Google Earth
Uganda,Central,Buikwe St. Charles Lwanga Hospital,Hospital,Private not for profit,0.2827,33.0339,Google Earth
Uganda,Central,Bujjuko Health Centre III,Health Centre III,Private not for profit,0.3356,32.3594,Other
Uganda,Central,Bukakata Health Centre III,Health Centre III,MoH,-0.3290,31.9730,GPS
Uganda,Central,Bukalagi Health Centre III,Health Centre III,Private not for profit,0.1833,31.8666,Other
Uganda,Central,Bukalamuli Health Centre II,Health Centre II,MoH,0.6623,32.0852,Other
Uganda,Central,Bukalasa Health Centre III,Health Centre III,MoH,0.7048,32.5121,Other
Uganda,Central,Bukamba Health Centre II,Health Centre II,MoH,0.7120,33.0150,GPS
Uganda,Central,Bukasa Health Centre II,Health Centre II,MoH,0.3382,32.0121,Google Earth
Uganda,Central,Bukasa Health Centre IV,Health Centre IV,MoH,-0.4333,32.5000,Other
Uganda,Central,Bukaya Health Centre II,Health Centre II,Private not for profit,0.4380,33.1770,GPS
Uganda,Central,Bukeeri Health Centre III,Health Centre III,MoH,-0.4492,31.8477,GPS
Uganda,Central,Bukerere Health Centre II,Health Centre II,Private not for profit,0.4333,32.7000,Other
Uganda,Central,Bukolwa Health Centre II,Health Centre II,MoH,0.7412,32.4951,Other
Uganda,Central,Bukomansimbi Medical Centre Health Centre III,Health Centre III,Private not for profit,-0.1578,31.6042,Other
Uganda,Central,Bukomero Health Centre IV,Health Centre IV,MoH,0.6909,32.0318,GPS
Uganda,Central,Bukoto Health Centre III,Health Centre III,MoH,-0.3958,31.6317,Other
Uganda,Central,Bukoto Pentecostal Health Centre II,Health Centre II,Private not for profit,-0.3664,31.6044,Other
Uganda,Central,Bukulula Health Centre IV,Health Centre IV,MoH,-0.1840,31.8920,GPS
Uganda,Central,Bukuya Health Centre III,Health Centre III,MoH,0.6550,31.7960,GPS
Uganda,Central,Bukuya Orthodox Health Centre II,Health Centre II,Private not for profit,0.6550,31.7960,GPS
Uganda,Central,Bukwiri COU Health Centre II,Health Centre II,Private not for profit,1.1300,31.5970,GPS
Uganda,Central,Bulaga Health Centre II,Health Centre II,MoH,0.7680,31.9090,GPS
Uganda,Central,Bulami Orthodox Health Centre II,Health Centre II,Private not for profit,0.6323,32.7018,Other
Uganda,Central,Bulawula Health Centre II,Health Centre II,MoH,0.8409,32.9581,Other
Uganda,Central,Bulera Health Centre III,Health Centre III,MoH,0.5042,32.0203,Other
Uganda,Central,Bulika Health Centre II,Health Centre II,MoH,0.4279,32.7998,GPS
Uganda,Central,Bulo Health Centre II,Health Centre II,Private not for profit,0.0950,31.9880,GPS
Uganda,Central,Bulo Health Centre III,Health Centre III,MoH,0.0857,31.9811,GPS
Uganda,Central,Bulondo Health Centre III,Health Centre III,MoH,0.4500,32.4333,Other
Uganda,Central,Bulongo Health Centre II,Health Centre II,MoH,0.1732,31.2208,Combination
Uganda,Central,Bulwadda Health Centre II,Health Centre II,MoH,0.1990,31.7830,Encarta
Uganda,Central,Bulyake Health Centre II,Health Centre II,MoH,0.6723,32.4255,GPS
Uganda,Central,Bumangi Health Centre II,Health Centre II,Private not for profit,-0.3136,32.1846,GPS
Uganda,Central,Bumoozi Health Centre II,Health Centre II,MoH,0.2689,32.3032,Other
Uganda,Central,Bunamwaya Health Centre II,Health Centre II,MoH,0.2550,32.5550,GPS
Uganda,Central,Buninga Health Centre II,Health Centre II,MoH,0.8609,31.9008,Google Earth
Uganda,Central,Bunjako Health Centre III,Health Centre III,MoH,-0.0560,32.1591,GPS
Uganda,Central,Buntaba Health Centre II,Health Centre II,MoH,0.4800,32.7050,Other
Uganda,Central,Busaale Health Centre II,Health Centre II,MoH,0.7520,32.9116,Other
Uganda,Central,Busabaga Health Centre III,Health Centre III,MoH,0.3000,32.9000,Encarta
Uganda,Central,Busagula Health Centre II,Health Centre II,Private not for profit,-0.0299,31.6701,Combination
Uganda,Central,Busamuzi Health Centre III,Health Centre III,MoH,0.2428,33.2575,Other
Uganda,Central,Busana Health Centre III,Health Centre III,MoH,0.7667,32.9833,Other
Uganda,Central,Busawamanze Health Centre III,Health Centre III,MoH,0.5388,32.4313,Google Earth
Uganda,Central,Buseregenyu Health Centre II,Health Centre II,MoH,0.7184,31.6043,Other
Uganda,Central,Busheka Health Centre II,Health Centre II,MoH,-0.1659,31.3665,GPS
Uganda,Central,Bussi Health Centre III,Health Centre III,MoH,-0.0025,32.3135,GPS
Uganda,Central,Busunju Health Centre II,Health Centre II,MoH,0.5650,32.1990,GPS
Uganda,Central,Butaaka Health Centre II,Health Centre II,MoH,0.2488,32.1657,GPS
Uganda,Central,Butabika National Referal Hospital,National Referral Hospital,MoH,0.3200,32.6575,Geonames
Uganda,Central,Butakira Health Centre II,Health Centre II,Private not for profit,,,
Uganda,Central,Butalangu Health Centre II,Health Centre II,MoH,0.8230,32.2444,Other
Uganda,Central,Butawata Health Centre II,Health Centre II,MoH,0.3733,31.2964,Google Earth
Uganda,Central,Butemba Health Centre III,Health Centre III,MoH,1.1250,31.5959,GPS
Uganda,Central,Butembe Health Centre II,Health Centre II,MoH,-0.5000,31.6000,Geonames
Uganda,Central,Butende Health Centre II,Health Centre II,MoH,0.0333,31.8667,Other
Uganda,Central,Butende Health Centre III,Health Centre III,Private not for profit,-0.2860,31.7238,Other
Uganda,Central,Butenga Health Centre IV,Health Centre IV,MoH,-0.1920,31.6850,GPS
Uganda,Central,Butiti Health Centre II,Health Centre II,MoH,-0.6034,31.4393,Other
Uganda,Central,Butoloogo Health Centre II,Health Centre II,MoH,0.8340,31.4870,GPS
Uganda,Central,Butoolo Health Centre III,Health Centre III,MoH,0.1120,32.2110,GPS
Uganda,Central,Butuntumula Health Centre III,Health Centre III,MoH,0.8807,32.4948,Other
Uganda,Central,Buvuma Health Centre IV,Health Centre IV,MoH,0.1498,33.2987,GPS
Uganda,Central,Buwagajjo Health Centre III,Health Centre III,MoH,0.3890,33.1460,GPS
Uganda,Central,Buwama Health Centre III,Health Centre III,MoH,0.0460,32.0910,GPS
Uganda,Central,Buwambo Health Centre IV,Health Centre IV,MoH,0.5200,32.5400,GPS
Uganda,Central,Buwenda Health Centre II,Health Centre II,Private not for profit,-0.2625,31.6958,Combination
Uganda,Central,Buwooya Health Centre II,Health Centre II,MoH,0.6413,33.6120,Google Earth
Uganda,Central,Buwundo Health Centre II,Health Centre II,Private not for profit,0.3662,33.0860,Other
Uganda,Central,Buwunga Health Centre III,Health Centre III,MoH,-0.3728,31.7931,Other
Uganda,Central,Buyaga Health Centre II,Health Centre II,MoH,-0.5563,31.7787,GPS
Uganda,Central,Buyaga Health Centre II,Health Centre II,MoH,-0.2333,31.2500,Other
Uganda,Central,Buyamba Dispensary & MU Health Centre III,Health Centre III,Private not for profit,-0.6590,31.3922,Other
Uganda,Central,Buyamba Health Centre II,Health Centre II,MoH,1.4570,32.1730,GPS
Uganda,Central,Buyamba Health Centre III,Health Centre III,MoH,-0.6550,31.3830,GPS
Uganda,Central,Buyambi/St. Noah Buyambi Health Centre III,Health Centre III,Private not for profit,,,
Uganda,Central,Buyanja Health Centre II,Health Centre II,MoH,0.2264,31.6314,Google Earth
Uganda,Central,Buyanja Health Centre II,Health Centre II,MoH,0.3928,31.2918,Google Earth
Uganda,Central,Buyege Health Centre III,Health Centre III,Private not for profit,0.1333,32.3833,Other
Uganda,Central,Buyiga Health Centre II,Health Centre II,MoH,0.1075,32.1392,Other
Uganda,Central,Buyiisa Health Centre II,Health Centre II,MoH,-0.4764,31.6386,GPS
Uganda,Central,Buyobe Health Centre II,Health Centre II,MoH,0.7667,32.8667,Other
Uganda,Central,Buyoga Health Centre III,Health Centre III,Private not for profit,-0.2440,31.6310,GPS
Uganda,Central,Buyuki Health Centre II,Health Centre II,MoH,0.7608,32.5630,Other
Uganda,Central,Buziika Health Centre II,Health Centre II,MoH,0.3931,33.1746,Other
Uganda,Central,Buziranduulu Health Centre II,Health Centre II,MoH,-0.5770,31.5540,GPS
Uganda,Central,Bwaise Health Centre III,Health Centre III,Private not for profit,0.3493,32.5568,Other
Uganda,Central,Bwanda Health Centre II,Health Centre II,Private not for profit,-0.2315,31.7428,GPS
Uganda,Central,Bwaziba Health Centre II,Health Centre II,MoH,0.8347,32.5790,Other
Uganda,Central,Bweema Health Centre II,Health Centre II,MoH,0.2774,33.2295,Google Earth
Uganda,Central,Bwendero Health Centre III,Health Centre III,MoH,-0.4916,32.1655,GPS
Uganda,Central,Bweyogerere Hassan Turabi Health Centre III,Health Centre III,Private not for profit,0.3509,32.6629,Other
Uganda,Central,Bweyogerere Health Centre III,Health Centre III,MoH,0.3563,32.6587,Other
Uganda,Central,Bweyongedde Health Centre II,Health Centre II,MoH,0.5510,31.8100,GPS
Uganda,Central,Byakabanda Health Centre III,Health Centre III,MoH,-0.7490,31.4070,GPS
Uganda,Central,Byerima Health Centre II,Health Centre II,MoH,1.0917,31.5242,Google Earth
Uganda,Central,Canan Health Centre II,Health Centre II,Private not for profit,0.4220,33.1480,Combination
Uganda,Central,Cardinal Nsubuga Memorial Health Centre III,Health Centre III,Private not for profit,0.3583,32.6185,Google Earth
Uganda,Central,Child In Need Institute Health Centre III,Health Centre III,Private not for profit,0.3198,32.4867,Combination
Uganda,Central,Christ The King Health Centre II,Health Centre II,Private not for profit,0.1465,33.0447,Other
Uganda,Central,Church Of God Health Centre II,Health Centre II,Private not for profit,,,
Uganda,Central,City Square Health Care Health Centre II,Health Centre II,MoH,0.3201,32.5834,Google Earth
Uganda,Central,Community Health Plan Ug Iii Health Centre III,Health Centre III,Private not for profit,0.3706,32.5261,Combination
Uganda,Central,Community Medical Centre Health Centre II,Health Centre II,Private not for profit,,,
Uganda,Central,Crane Services Health Centre II,Health Centre II,Private not for profit,0.2652,32.5653,Other
Uganda,Central,Damba Health Centre II,Health Centre II,MoH,0.0167,32.8000,Other
Uganda,Central,Ddungi Health Centre II,Health Centre II,MoH,0.3139,32.6004,Google Earth
Uganda,Central,Drubethdom Health Centre II,Health Centre II,Private not for profit,0.3932,32.5768,Combination
Uganda,Central,Ebenezer Health Centre II,Health Centre II,Private not for profit,0.2389,32.9149,Combination
Uganda,Central,Entebbe Hospital,Hospital,MoH,0.0520,32.4650,GPS
Uganda,Central,Entebbe Uvri Health Centre II,Health Centre II,MoH,0.0528,32.4650,Google Earth
Uganda,Central,Epi-Centre Senge Health Centre III,Health Centre III,MoH,0.2024,32.2019,Other
Uganda,Central,Equator Health Services Health Centre II,Health Centre II,Private not for profit,,,
Uganda,Central,Family Care Hospital,Hospital,Private not for profit,0.3532,32.5626,Other
Uganda,Central,Fiduga Health Centre III,Health Centre III,Private not for profit,0.2548,32.4110,Combination
Uganda,Central,Focus Medical Centre - Ntinda Health Centre III,Health Centre III,MoH,0.6351,32.4411,Other
Uganda,Central,Friends Medical Centre Health Centre II,Health Centre II,Private not for profit,0.3024,32.6165,Google Earth
Uganda,Central,Galiraya Health Centre III,Health Centre III,MoH,1.3430,32.8000,GPS
Uganda,Central,Ggolo Health Centre III,Health Centre III,MoH,0.1351,32.2266,Other
Uganda,Central,Goma Health Centre III,Health Centre III,MoH,0.4030,32.6900,GPS
Uganda,Central,Gombe Health Centre II,Health Centre II,MoH,0.5130,32.4816,GPS
Uganda,Central,Gombe Hospital,Hospital,MoH,0.1790,32.1310,GPS
Uganda,Central,Gombe Kanoni Health Centre III,Health Centre III,MoH,0.1746,31.9072,Other
Uganda,Central,Good Health For Women Project Health Centre II,Health Centre II,Private not for profit,0.2863,32.5969,Other
Uganda,Central,Good Sheperd Kisenyi Mengo Health Centre III,Health Centre III,Private not for profit,0.3088,32.5698,Combination
Uganda,Central,Gwanda Health Centre II,Health Centre II,MoH,-0.9122,31.6355,GPS
Uganda,Central,Heal The Nation Health Centre II,Health Centre II,Private not for profit,-0.7749,31.3437,Google Earth
Uganda,Central,Health Initiative For Africa Health Centre III,Health Centre III,Private not for profit,0.3451,33.0287,Combination
Uganda,Central,Holy Cross - Kikyusa Health Centre III,Health Centre III,Private not for profit,0.8393,32.6480,Other
Uganda,Central,Hope Lukuli Health Centre III,Health Centre III,Private not for profit,0.2799,32.6004,Other
Uganda,Central,Irima Health Centre II,Health Centre II,MoH,1.3551,32.7200,Google Earth
Uganda,Central,Jaana Health Centre II,Health Centre II,MoH,-0.3203,32.5821,Combination
Uganda,Central,Jinja Karoli Health Centre II,Health Centre II,Private not for profit,0.3842,32.5468,Other
Uganda,Central,Jjanda Health Centre III,Health Centre III,Private not for profit,0.6670,32.7150,Encarta
Uganda,Central,Joy Domiciliary Makindye Health Centre II,Health Centre II,Private not for profit,0.2825,32.5827,Other
Uganda,Central,Joy Medical Centre Health Centre II,Health Centre II,Private not for profit,0.3437,32.5652,Other
Uganda,Central,Kabaale Health Centre III,Health Centre III,MoH,-0.0850,31.8150,GPS
Uganda,Central,Kabakedi Health Centre II,Health Centre II,MoH,0.8296,32.4998,Google Earth
Uganda,Central,Kabale Health Centre II,Health Centre II,MoH,-0.3099,31.3897,Combination
Uganda,Central,Kabalungi Health Centre II,Health Centre II,MoH,0.4299,31.2073,GPS
Uganda,Central,Kabanga Health Centre III,Health Centre III,MoH,0.2004,32.6945,Other
Uganda,Central,Kabanyi Health Centre II,Health Centre II,MoH,0.9372,32.4329,Other
Uganda,Central,Kabasanda Health Centre II,Health Centre II,MoH,0.2770,32.2120,Encarta
Uganda,Central,Kabatema Health Centre II,Health Centre II,MoH,-0.3165,31.2024,GPS
Uganda,Central,Kabayanda Health Centre II,Health Centre II,MoH,-0.4550,31.1740,GPS
Uganda,Central,Kabbo Health Centre II,Health Centre II,MoH,0.5537,31.3936,Google Earth
Uganda,Central,Kabetemere Health Centre II,Health Centre II,MoH,-0.4601,31.1682,GPS
Uganda,Central,Kabigi Muslim Health Centre II,Health Centre II,Private not for profit,-0.1307,31.6702,GPS
Uganda,Central,Kabira Health Centre III,Health Centre III,MoH,-0.6400,31.6160,GPS
Uganda,Central,Kabizi- Bugoba Health Centre II,Health Centre II,MoH,0.3583,33.1531,Other
Uganda,Central,Kabizi Health Centre II,Health Centre II,Private not for profit,0.3585,33.1345,Other
Uganda,Central,Kabowa Health Centre II,Health Centre II,MoH,0.5421,31.2764,Other
Uganda,Central,Kabubbu Health Centre III,Health Centre III,Private not for profit,0.4978,32.6565,Other
Uganda,Central,Kabule Health Centre III,Health Centre III,MoH,0.4120,32.1300,GPS
Uganda,Central,Kabulubutu Health Centre II,Health Centre II,MoH,0.5510,31.8740,GPS
Uganda,Central,Kabundi Health Centre II,Health Centre II,MoH,-0.1565,31.4766,Other
Uganda,Central,Kabungo Health Centre III,Health Centre III,Private not for profit,-0.1241,31.7747,Other
Uganda,Central,Kabusota Health Centre II,Health Centre II,MoH,-0.5642,31.2258,Google Earth
Uganda,Central,Kabuwambo Health Centre II,Health Centre II,MoH,0.3520,32.0620,GPS
Uganda,Central,Kabuwoko Government Health Centre III,Health Centre III,MoH,-0.4657,31.6587,Other
Uganda,Central,Kabuwoko NGO Health Centre II,Health Centre II,Private not for profit,-0.4680,31.6124,Combination
Uganda,Central,Kabyuma Health Centre II,Health Centre II,MoH,0.5720,31.5450,GPS
Uganda,Central,Kachanga Island Health Centre II,Health Centre II,MoH,,,
Uganda,Central,Kacheera Health Centre III,Health Centre III,MoH,-0.5780,31.1340,GPS
Uganda,Central,Kachwangozi Health Centre II,Health Centre II,MoH,0.9210,31.8030,GPS
Uganda,Central,Kafumu Health Centre II,Health Centre II,MoH,0.2341,32.2749,Other
Uganda,Central,Kagamba Health Centre II,Health Centre II,MoH,-0.6410,31.3440,GPS
Uganda,Central,Kagango Health Centre II,Health Centre II,MoH,-0.0090,31.3470,GPS
Uganda,Central,Kagganda Health Centre II,Health Centre II,MoH,-0.3494,31.6010,Other
Uganda,Central,Kagoggo Health Centre II,Health Centre II,MoH,0.7333,32.0170,Google Earth
Uganda,Central,Kairos Medical Centre Health Centre III,Health Centre III,Private not for profit,0.2930,32.6285,Other
Uganda,Central,Kairos Medical Centre Health Centre IV,Health Centre IV,Private not for profit,0.3498,32.7485,Combination
Uganda,Central,Kajjansi Health Centre IV,Health Centre IV,MoH,0.1990,32.5246,GPS
Uganda,Central,Kajjoji Health Centre III,Health Centre III,MoH,0.3148,32.0025,Other
Uganda,Central,Kakigando Health Centre II,Health Centre II,MoH,0.6704,31.2680,GPS
Uganda,Central,Kakiika Health Centre II,Health Centre II,MoH,0.9462,32.8297,Other
Uganda,Central,Kakiri Health Centre III,Health Centre III,MoH,0.4231,32.3750,Other
Uganda,Central,Kako Health Centre III,Health Centre III,Private not for profit,-0.3035,31.8042,Other
Uganda,Central,Kakoma Health Centre II,Health Centre II,MoH,-0.4500,31.3500,Other
Uganda,Central,Kakooge Health Centre III,Health Centre III,MoH,1.0340,32.4710,GPS
Uganda,Central,Kakoola Health Centre II,Health Centre II,MoH,1.2348,32.6478,Other
Uganda,Central,Kakoola Health Centre III,Health Centre III,MoH,1.2348,32.6478,Other
Uganda,Central,Kakundi Health Centre II,Health Centre II,MoH,-0.6240,31.2230,GPS
Uganda,Central,Kakungube Health Centre II,Health Centre II,Private not for profit,0.4500,31.8333,Other
Uganda,Central,Kakuuto Health Centre IV,Health Centre IV,MoH,-0.8570,31.4770,GPS
Uganda,Central,Kalagala Health Centre II,Health Centre II,MoH,0.2500,33.0167,Other
Uganda,Central,Kalagala Health Centre II,Health Centre II,MoH,0.9667,32.3500,Other
Uganda,Central,Kalagala Health Centre IV,Health Centre IV,MoH,0.6148,32.6105,Other
Uganda,Central,Kalama Health Centre II,Health Centre II,MoH,0.3030,32.1770,GPS
Uganda,Central,Kalama New Site Health Centre II,Health Centre II,MoH,0.7901,31.6200,Combination
Uganda,Central,Kalama Old Site Health Centre II,Health Centre II,MoH,0.3000,31.1333,Other
Uganda,Central,Kalama Soce Health Centre II,Health Centre II,MoH,0.7865,31.6131,Combination
Uganda,Central,Kalamba Community Health Centre II,Health Centre II,Private not for profit,0.2670,32.1980,Encarta
Uganda,Central,Kalangala Health Centre IV,Health Centre IV,MoH,-0.3200,32.2940,GPS
Uganda,Central,Kalangalo Health Centre III,Health Centre III,MoH,0.5672,31.9539,Other
Uganda,Central,Kaleere Health Centre II,Health Centre II,MoH,-0.6752,31.3303,GPS
Uganda,Central,Kalege Health Centre II,Health Centre II,MoH,0.6000,32.2667,Other
Uganda,Central,Kalegero Health Centre II,Health Centre II,MoH,-0.3710,31.2548,Google Earth
Uganda,Central,Kaliiro Health Centre III,Health Centre III,MoH,-0.2642,31.1453,Geonames
Uganda,Central,Kalisizo Hospital,Hospital,MoH,-0.5350,31.6090,GPS
Uganda,Central,Kalisizo-Muslim Health Centre II,Health Centre II,Private not for profit,-0.5350,31.6130,GPS
Uganda,Central,Kalonga Health Centre III,Health Centre III,MoH,0.4855,31.5810,Other
Uganda,Central,Kalungi Health Centre III,Health Centre III,Private not for profit,-0.1940,31.8130,GPS
Uganda,Central,Kalungi Health Centre III,Health Centre III,MoH,1.3020,32.6210,GPS
Uganda,Central,Kalungu Health Centre III,Health Centre III,MoH,-0.1667,31.7569,Other
Uganda,Central,Kalungu Kabukunge NGO Health Centre II,Health Centre II,Private not for profit,-0.1667,31.7569,Other
Uganda,Central,Kambaala Health Centre II,Health Centre II,Private not for profit,0.2518,31.9318,Other
Uganda,Central,Kambugu Health Centre III,Health Centre III,MoH,0.8050,31.7870,GPS
Uganda,Central,Kamira Health Centre III,Health Centre III,MoH,0.6879,32.6092,Google Earth
Uganda,Central,Kampala Health Centre II,Health Centre II,MoH,-0.7338,29.9847,GPS
Uganda,Central,Kampiringisa Health Centre III,Health Centre III,MoH,0.1840,32.2490,Encarta
Uganda,Central,Kamulegu Health Centre III,Health Centre III,MoH,-0.5613,31.6998,Other
Uganda,Central,Kamunina Health Centre II,Health Centre II,MoH,1.6166,32.1833,Other
Uganda,Central,Kamutuuza (Well Spring) Health Centre III,Health Centre III,Private not for profit,,,
Uganda,Central,Kamwokya Christian Caring Community Health Centre III,Health Centre III,Private not for profit,0.3473,32.5869,GPS
Uganda,Central,Kamwozi Health Centre II,Health Centre II,MoH,-0.4343,31.7403,Other
Uganda,Central,Kangulumira Health Centre IV,Health Centre IV,MoH,0.5830,33.0430,GPS
Uganda,Central,Kangulumira I.H.P Health Centre II,Health Centre II,Private not for profit,0.5835,33.0257,GPS
Uganda,Central,Kangulumira Mission Health Centre II,Health Centre II,Private not for profit,0.5832,33.0353,Other
Uganda,Central,Kansambwe Health Centre II,Health Centre II,MoH,-0.1024,32.7672,Google Earth
Uganda,Central,Kansambya Health Centre II,Health Centre II,MoH,0.7496,31.4994,Google Earth
Uganda,Central,Kanseera Health Centre II,Health Centre II,MoH,0.5833,31.6667,Google Earth
Uganda,Central,Kanyanda Health Centre II,Health Centre II,MoH,0.5929,32.3831,Other
Uganda,Central,Kanyanya Health Centre II,Health Centre II,MoH,0.3268,32.2110,Other
Uganda,Central,Kanyogoga Health Centre II,Health Centre II,MoH,0.8025,31.5918,Other
Uganda,Central,Kanzira Health Centre II,Health Centre II,MoH,0.2340,32.0830,Encarta
Uganda,Central,Kanzize - Kyondo Health Centre II,Health Centre II,MoH,0.2872,32.5238,Other
Uganda,Central,Kapeeka Health Centre III,Health Centre III,MoH,0.6700,32.2560,GPS
Uganda,Central,Karushonshomezi Health Centre II,Health Centre II,MoH,0.0289,31.2461,Google Earth
Uganda,Central,Kasaali Health Centre III,Health Centre III,MoH,-0.6160,31.5620,GPS
Uganda,Central,Kasaana Health Centre II,Health Centre II,MoH,-0.3081,31.6142,Other
Uganda,Central,Kasagama Health Centre III,Health Centre III,MoH,-0.1167,31.1500,Other
Uganda,Central,Kasaku Health Centre II,Health Centre II,Private not for profit,0.3756,32.9071,Google Earth
Uganda,Central,Kasalu Health Centre II,Health Centre II,MoH,-0.1333,31.5333,Other
Uganda,Central,Kasambya Health Centre II,Health Centre II,MoH,0.2509,31.3485,Google Earth
Uganda,Central,Kasambya Health Centre III,Health Centre III,MoH,-0.0140,31.7100,GPS
Uganda,Central,Kasambya Health Centre III,Health Centre III,MoH,0.7496,31.4994,Google Earth
Uganda,Central,Kasana Health Centre II,Health Centre II,MoH,0.6227,32.8091,GPS
Uganda,Central,Kasangati Health Centre IV,Health Centre IV,MoH,0.4381,32.5864,Other
Uganda,Central,Kasanje Health Centre III,Health Centre III,MoH,0.1525,32.3969,Other
Uganda,Central,Kasankala Community Based Health Project Health Centre II,Health Centre II,Private not for profit,-0.5763,31.3319,GPS
Uganda,Central,Kasankala Health Centre II,Health Centre II,MoH,-0.5869,31.3213,GPS
Uganda,Central,Kasasa Health Centre III,Health Centre III,MoH,-0.6640,31.5080,GPS
Uganda,Central,Kasawo Health Centre III,Health Centre III,MoH,0.6650,32.8210,GPS
Uganda,Central,Kasawo Mission Health Centre II,Health Centre II,Private not for profit,0.6392,32.7978,GPS
Uganda,Central,Kasejjere Health Centre II,Health Centre II,MoH,0.8665,31.8580,Google Earth
Uganda,Central,Kasekulo Health Centre II,Health Centre II,MoH,-0.2356,32.1848,Other
Uganda,Central,Kasenge Health Centre II,Health Centre II,MoH,0.2780,32.5150,GPS
Uganda,Central,Kasensero Health Centre II,Health Centre II,MoH,-0.9136,31.7634,GPS
Uganda,Central,Kasikombe Health Centre II,Health Centre II,MoH,0.7520,32.4660,Encarta
Uganda,Central,Kasokwe Kayunga Health Centre II,Health Centre II,MoH,1.2275,32.8583,Other
Uganda,Central,Kasooka Health Centre II,Health Centre II,MoH,,,
